cond,item,layer,ent,log_T,log_I,log_F
kable_true,2,20,0.3036228740937294,-4.658652851898041,-2.7065238247626504,-5.2170529881749665
kable_true,2,21,0.34911141267956475,-4.37704425956475,-2.2156020793370406,-4.8500780644706225
kable_true,2,22,0.3012710610020474,-4.490068137897504,-1.3442646729809253,-4.742009896684482
kable_true,2,23,0.19614308887479306,-4.704836466753912,-0.16461895962227424,-5.088340859754674
kable_true,2,24,0.12870427557407202,-5.06045105897611,-0.08892717338094229,-5.478921228671476
kable_true,2,25,0.1376182321795752,-5.14190667203912,-0.09591996216473507,-5.54722875383769
kable_true,2,26,0.22227729469970575,-5.065290506200702,-0.24311278143416848,-5.4799855768639585
kable_true,2,27,0.14439748148664505,-5.076420198506902,-0.1670599528136185,-5.617292714467594
kable_true,2,28,0.09166278754836703,-5.632124546495312,-0.32635043859668805,-6.209887165382664
kable_true,2,29,0.04455912158231162,-6.283294228265152,-0.8842482667311102,-6.887898115197713
kable_true,2,30,0.03916946594659606,-5.939645255924219,-1.340633953853431,-6.508009016925877
kable_true,3,18,0.04330436256550509,-8.19574634737532,-8.28517492682205,-8.784466340935854
kable_true,3,19,0.042106159108834314,-8.516038859017534,-8.513024499387782,-9.212422810655884
kable_true,3,20,0.20412435615200686,-5.350664632972397,-4.612033785941432,-6.061717961357738
kable_true,3,21,0.26729425386139744,-4.542524658494032,-4.1229321345633,-5.180901411508035
kable_true,3,22,0.21390540205032166,-4.166472362183269,-2.627774627992764,-4.3821891082534785
kable_true,3,23,0.15296956172235165,-3.95867280871972,-1.1610421376596973,-4.189954390038231
kable_true,3,24,0.17796157266389162,-4.045578173827855,-1.095746310145977,-4.303215063924432
kable_true,3,25,0.0991352898927367,-4.659182656047522,-1.277700507683943,-4.709478218629896
kable_true,3,26,0.14396871097974334,-4.2494339921706805,-1.2764116955423357,-4.386777673473352
kable_true,3,27,0.017597419435092944,-5.083556193420414,-2.0713312968840865,-5.23918756348017
kable_true,3,28,0.004027921407456255,-5.9687710263557,-2.7156301003669374,-6.393243855113491
kable_true,3,29,0.0010822414224086652,-6.81152060866872,-3.420214691896446,-7.279980575690873
kable_true,3,30,0.0031298188006221726,-6.197701864294444,-3.3674164396079953,-6.437088399117603
